1,0.9712,1096.7807,1095.2740,1.1071
2,0.9712,793.1651,789.9259,2.8378
4,0.9712,747.0650,737.7867,8.8824
6,0.9712,771.6493,760.3842,10.8560
8,0.9712,784.9960,781.2775,3.3014
10,0.9712,831.1099,827.9074,2.7379
