1,0.9833,0.0941,0.0527,0.0025
2,0.9833,0.0542,0.0217,0.0023
4,0.9833,0.0848,0.0230,0.0090
6,0.9833,0.0579,0.0129,0.0042
8,0.9833,0.0538,0.0134,0.0040
10,0.9833,0.2940,0.0128,0.2245
12,0.9833,0.6144,0.0112,0.5482
14,0.9833,0.6275,0.0107,0.5585
16,0.9833,1.2074,0.0134,1.0766
