1,0.9833,0.0786,0.0488,0.0034
2,0.9833,0.0512,0.0244,0.0033
4,0.9833,0.0395,0.0123,0.0039
6,0.9833,0.0365,0.0086,0.0042
8,0.9833,0.0383,0.0070,0.0076
10,0.9833,0.0487,0.0061,0.0178
12,0.9833,0.0448,0.0050,0.0153
14,0.9833,0.0425,0.0065,0.0059
16,0.9833,0.0461,0.0061,0.0098
