1,0.9717,2892.5036,2891.4999,0.5856
2,0.9717,1534.9679,1517.4812,17.1262
4,0.9717,970.7476,893.7374,76.6213
6,0.9717,759.9441,758.1049,1.4749
8,0.9717,560.4142,557.6284,2.3898
10,0.9717,470.2301,464.1180,5.7643
12,0.9717,421.7865,410.1288,11.2549
14,0.9717,389.3003,387.5699,1.3018
