1,0.9478,531.8130,531.5078,0.1652
2,0.9478,263.3041,262.7694,0.2118
4,0.9478,133.7220,133.2218,0.3824
6,0.9478,104.5282,103.8918,0.5194
8,0.9478,92.2685,91.8075,0.334
10,0.9478,86.8012,86.3276,0.3392
12,0.9478,84.3017,83.8237,0.3496
14,0.9478,84.7493,84.2247,0.398
16,0.9478,85.5022,84.9461,0.4246
18,0.9478,86.4015,85.7567,0.5043
20,0.9478,86.7347,86.0657,0.5254
22,0.9478,86.9985,86.3233,0.5345
