1,0.9717,2364.515,2364.4564,0.0586
2,0.9717,1496.0465,1367.8558,127.4206
4,0.9717,535.0686,533.8417,0.8008
6,0.9717,419.9237,418.4492,1.1287
8,0.9717,377.3117,376.0256,0.6742
10,0.9717,569.7640,551.2028,18.0260
12,0.9717,497.2486,495.3410,1.3707
14,0.9717,422.5916,419.0448,3.0703
16,0.9717,342.8556,341.6359,0.8386
