1,0.9833,2.2278,2.2009,0.0028
2,0.9833,1.1511,1.1232,0.0034
4,0.9833,0.5840,0.5306,0.0248
6,0.9833,0.5863,0.3546,0.2071
8,0.9833,0.5254,0.2536,0.2481
10,0.9833,0.4221,0.3648,0.0326
12,0.9833,0.3748,0.2936,0.0509
14,0.9833,0.3298,0.2839,0.0189
16,0.9833,0.3250,0.2702,0.0182
